PlantVarietyID,PlantID,PlantVarietyName,PlantVarietyDescription,SoilTextureID,PHRangeID,IngredientNutrientID,OrganicMatterID,SalinityLevelID,ZoneID,HumidityID,WaterRequirementMin,WaterRequirementMax,SoilTexture_SoilTexture,SoilTexture_Description,PHRange_PHRange,PHRange_SoilType,PHRange_Description,OrganicMatter_OrganicMatterContent,OrganicMatter_Description,OrganicMatter_ImportanceToSoilAndPlants,SalinityLevel_SalinityLevel,SalinityLevel_Classification,SalinityLevel_Description,SalinityLevel_ImpactonPlants,Zone_Zone,Zone_TemperatureStartRange,Zone_TemperatureEndRange,Humidity_HumidityLevelLow,Humidity_HumidityLevelHigh,Humidity_Classification,Humidity_Description,Humidity_ImpactonPlants
2102,62,Cabezona,"A large pineapple variety known for its thick skin and deep golden flesh. It has a sweet, rich flavor and is grown in Central and South America.",3,4,nan,4,1,3,3,ID: 15,ID: 15,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2103,62,Golden Supreme,"A hybrid variety known for its bright yellow flesh, exceptional sweetness, and resistance to diseases.",3,4,nan,4,1,2,3,10,ID: 12,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2104,62,Tainung No. 16,"A variety developed in Taiwan, known for its very sweet, juicy flesh and long shelf life.",3,4,nan,4,1,3,3,ID: 16,ID: 16,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2105,62,Variegated Pink,"A unique variety with pink-tinted skin and variegated leaves. The flesh is yellow and sweet, similar to Smooth Cayenne but with a striking appearance.",3,3,nan,4,1,3,3,5,ID: 10,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",5.6 - 6.0,Moderately Acidic,"Many nutrients remain available, good for certain crops.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2174,63,Alphonso,"One of the most sought-after mango varieties, Alphonso is known for its rich, creamy texture and sweet, floral flavor. Grown primarily in India.",3,4,nan,4,1,3,3,10,30,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2175,63,Haden,"A popular commercial variety in the U.S., Haden mangoes have bright red and yellow skin with a sweet, mildly fibrous flesh.",3,4,nan,4,2,3,3,ID: 5,15,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",2 - 4,Slightly Saline,"Mild salinity, some sensitive crops may start showing signs of stress.",Sensitive plants like beans and carrots may experience reduced growth; tolerant plants generally unaffected.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2176,63,Ataulfo,"Also known as ""Honey"" or ""Champagne"" mango, Ataulfo has smooth, buttery flesh and a rich, sweet flavor. Grown mainly in Mexico.",3,4,nan,4,1,3,3,30,10,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2177,63,Kent,"A large, late-season variety with juicy, fiberless flesh and a sweet, rich flavor. It is grown primarily in Florida and Mexico.",2,4,nan,4,1,2,3,ID: 10,ID: 50,Sandy Loam,"Mostly sand with some silt and clay; better structure than sandy soil, good drainage, moderately fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2178,63,Tommy Atkins,"A common commercial variety known for its firm flesh, vibrant red and green skin, and a sweet, slightly fibrous texture.",3,4,nan,3,2,2,3,5,"Tommy Atkins mango typically requires about 20 to 50 liters of water per day, depending on the climate and growth stage. 

ID: 45",Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",2 - 4,Slightly Saline,"Mild salinity, some sensitive crops may start showing signs of stress.",Sensitive plants like beans and carrots may experience reduced growth; tolerant plants generally unaffected.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2179,63,Keitt,"A late-season mango with green skin, sweet, fiberless flesh, and a long shelf life. Grown mainly in Florida, California, and Mexico.",2,4,nan,4,1,2,3,5,ID: 30,Sandy Loam,"Mostly sand with some silt and clay; better structure than sandy soil, good drainage, moderately fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2180,63,Palmer,"A large, oval-shaped mango with a sweet, slightly tart flavor and smooth flesh. Grown mainly in Brazil and Florida.",2,5,nan,4,1,2,3,ID: 25,3,Sandy Loam,"Mostly sand with some silt and clay; better structure than sandy soil, good drainage, moderately fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2181,63,Kesar,"A popular variety from India, Kesar mangoes are small, sweet, and have a saffron-colored flesh with a fragrant aroma.",3,4,nan,4,1,3,3,15,15,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2182,63,Glen,"A Florida variety, Glen mangoes have smooth, fiberless flesh with a mild, sweet flavor and yellow skin with a blush of red.",2,4,nan,4,1,2,3,10,ID: 30,Sandy Loam,"Mostly sand with some silt and clay; better structure than sandy soil, good drainage, moderately fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2183,63,Nam Dok Mai,"A popular Thai variety, Nam Dok Mai is known for its sweet, juicy flesh and distinctive elongated shape.",3,5,nan,4,1,3,3,3,10,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2184,63,Carrie,"A small mango with smooth, fiberless flesh and a rich, sweet flavor, grown mainly in Florida.",2,4,nan,4,1,2,3,5,ID: 10,Sandy Loam,"Mostly sand with some silt and clay; better structure than sandy soil, good drainage, moderately fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2185,63,Irwin,"A sweet, mild-flavored mango with firm, fiberless flesh and a red skin. Commonly grown in Australia and Japan.",3,4,nan,4,1,3,3,ID: 12345,30,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2186,63,Sindhri,"A large, juicy mango variety from Pakistan, Sindhri is known for its sweet, melting flesh and fragrant aroma.",3,5,nan,4,1,3,3,10,150,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2187,63,Julie,"A Caribbean favorite, Julie mangoes are small, with sweet, juicy, fiberless flesh, and a rich flavor.",3,4,nan,4,1,2,4,5,ID: 5,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,70,90,High,"Humid conditions, often found in tropical climates.","Can lead to excessive moisture, promoting diseases like mildew and root rot; may benefit certain moisture-loving plants."
2188,63,Valencia Pride,"A fast-growing variety with large, elongated fruit, known for its sweet, fiberless flesh and yellow-red skin.",3,4,nan,4,1,2,3,15,ID: 20,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2189,63,Amrapali,"A hybrid variety from India, known for its small size, sweet taste, and fiberless flesh.",3,4,nan,3,1,3,3,10,15,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2190,63,Raspuri,"Grown in India, this variety has rich, aromatic, sweet flesh with a vibrant orange color.",3,3,nan,4,1,2,3,5,30,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",5.6 - 6.0,Moderately Acidic,"Many nutrients remain available, good for certain crops.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2191,63,Langra,"A popular mango variety in India and Pakistan, Langra has a distinct flavor, juicy flesh, and greenish skin.",3,4,nan,3,1,3,3,ID: 10,ID: 50,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2192,63,Mallika,"A hybrid mango from India, known for its rich, sweet flavor and firm, fiberless flesh.",3,4,nan,4,1,2,3,5,20,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2193,63,Francis,"A sweet, juicy variety grown primarily in Haiti, Francis mangoes have a yellow-green skin and slightly fibrous flesh.",3,5,nan,4,1,3,3,10,15,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2194,63,Neelum,"A small mango variety with smooth flesh and a sweet, mild flavor, primarily grown in India.",3,4,nan,4,1,3,3,15,25,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2195,63,Dasheri,"A North Indian variety, Dasheri mangoes have a sweet, fragrant flavor with smooth, fiberless flesh.",3,5,nan,4,1,3,3,10,20,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2196,63,Zill,"A Florida variety with a sweet, mild flavor and smooth, non-fibrous flesh.",2,4,nan,3,1,2,3,10,50,Sandy Loam,"Mostly sand with some silt and clay; better structure than sandy soil, good drainage, moderately fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2197,63,Fazli,"A large, late-maturing variety from Bangladesh, known for its sweet, juicy flesh and excellent storage properties.",3,5,nan,4,1,3,3,ID: 50,ID: 120,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2198,63,Chok Anan,"Also called ""Miracle Mango,"" it can produce fruit twice a year. Known for its sweet flavor and smooth texture, popular in Thailand.",3,4,nan,4,1,3,3,10,ID: 25,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2199,63,Totapuri,"An Indian variety with a unique pointed shape, mildly sweet flesh, and a distinctive flavor.",3,4,nan,3,1,1,3,ID: 5,ID: 40,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2200,63,Osteen,"A late-season mango variety, Osteen is popular in Spain, with sweet, smooth flesh and a purple-red skin.",3,5,nan,3,1,3,3,ID: 150,15,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2201,63,Carabao,"Known as ""Manila Mango,"" Carabao is a prized Philippine variety with super sweet, juicy flesh.",3,4,nan,4,1,3,3,5,ID(10),Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2202,63,Kentique,"A West African variety with a firm texture, juicy flesh, and a unique tropical flavor.",3,3,nan,4,1,3,4,ID: 5,ID: 45,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",5.6 - 6.0,Moderately Acidic,"Many nutrients remain available, good for certain crops.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,70,90,High,"Humid conditions, often found in tropical climates.","Can lead to excessive moisture, promoting diseases like mildew and root rot; may benefit certain moisture-loving plants."
2203,63,Manzanillo,"A variety with firm, fiberless flesh and a mild, sweet flavor. Grown mainly in Mexico.",3,5,nan,3,1,2,3,8,30,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2204,63,Himsagar,"A premium Indian variety, known for its smooth, fiberless texture and intense sweetness.",3,4,nan,4,1,3,3,10,ID: 150,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2205,63,Parvin,"A Florida-grown mango with sweet, juicy, fiberless flesh and green skin with a blush of red.",2,4,nan,4,1,2,3,10,ID: 15,Sandy Loam,"Mostly sand with some silt and clay; better structure than sandy soil, good drainage, moderately fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2206,63,Alampur Baneshan,"A highly aromatic variety from India, known for its creamy, smooth flesh and distinctive sweetness.",3,4,nan,4,1,3,3,10,27,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2207,63,Coconut Cream,"A Florida hybrid variety, prized for its sweet, coconut-like flavor and creamy texture.",2,4,nan,4,1,2,4,7,ID: 20,Sandy Loam,"Mostly sand with some silt and clay; better structure than sandy soil, good drainage, moderately fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,70,90,High,"Humid conditions, often found in tropical climates.","Can lead to excessive moisture, promoting diseases like mildew and root rot; may benefit certain moisture-loving plants."
2208,64,Red Lady,"A popular hybrid variety known for its reddish-orange flesh, sweet flavor, and large size. It is widely cultivated in tropical regions.",3,4,nan,4,1,2,3,5,ID: 15,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
